player_name,nationality,position,club,league,age,birth_year,primary_position,matches_played,matches_started,minutes_played,games_equivalent,goals,assists,goals_assists,nonpenalty_goals,penalty_goals,penalty_attempts,yellow_cards,red_cards,progressive_carries,progressive_passes,progressive_receptions,xg,npxg,xag,npxg_plus_xag,goals_assists_nopenalty,xg_plus_xag,xa,goals_vs_xg,npgoals_vs_xg,assists_vs_xag,shots,shots_on_target,freekick_shots,passes_completed,passes_attempted,pass_total_distance,pass_progressive_distance,key_passes,passes_final_third,passes_penalty_area,crosses_penalty_area,live_ball_passes,dead_ball_passes,freekick_passes,through_balls,switches,crosses,throw_ins,corner_kicks,inswing_corners,outswing_corners,straight_corners,tackles,tackles_won,tackles_def_third,tackles_mid_third,tackles_att_third,dribbles_challenged,dribbles_challenged_lost,blocks,shots_blocked,passes_blocked,interceptions,tackles_interceptions,clearances,errors_leading_to_shot,shot_creating_actions,sca_live_pass,sca_dead_pass,sca_takeons,sca_shots,sca_fouls_drawn,sca_defensive_actions,goal_creating_actions,touches,touches_own_box,touches_def_third,touches_mid_third,touches_att_third,touches_opp_box,live_ball_touches,dribbles_attempted,dribbles_successful,times_tackled_dribbling,carries,carry_progressive_distance,carries_final_third,carries_penalty_area,miscontrols,dispossessed,passes_received,second_yellow_cards,fouls_committed,fouls_drawn,offsides,penalties_won,penalties_conceded,own_goals,recoveries,aerial_duels_won,aerial_duels_lost,goals_conceded,shots_on_target_faced,saves,gk_wins,gk_draws,gk_losses,clean_sheets,penalties_faced,penalties_scored_against,penalties_saved,penalties_missed_by_shooter,post_shot_xg,post_shot_xg_difference,gk_passes_completed,gk_passes_attempted,goal_kicks,gk_throws,crosses_faced,crosses_stopped,sweeper_actions,shot_accuracy_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,avg_shot_distance,npxg_per_shot,pass_completion_pct,tackle_success_pct,shot_creating_actions_per90,goal_creating_actions_per90,dribble_success_pct,tackled_while_dribbling_pct,aerial_duel_win_pct,goals_conceded_per90,save_pct,clean_sheet_pct,post_shot_xg_per_shot,psxg_difference_per90,gk_pass_completion_pct,long_pass_pct,avg_pass_length,cross_stop_pct,sweeper_actions_per90,avg_sweeper_distance,sufficient_minutes,goals+_per90,assists+_per90,shots+_per90,shots_on_target+_per90,key_passes+_per90,progressive_carries+_per90,progressive_passes+_per90,tackles+_per90,interceptions+_per90,clearances+_per90,xg+_per90,xag+_per90
Danel Sinani,lu LUX,"FW,MF",St. Pauli,Bundesliga,27,1997,FW,26,14,1250,13.9,2,2,4,2,0,0,3,0,16,60,64,1.7,1.7,3.0,4.6,0.29,0.33,2.5,0.3,0.3,-1.0,35,12,3,390,546,6196,2012,24,45,16,3,452,90,11,5,2,67,4,54,31,16,0,14,11,2,7,5,14,8,12,1,11,1,15,13,0,60,32,18,1,5,3,1,4,693,11,61,336,302,30,693,22,10,9,297,630,15,6,31,16,433,0,25,14,4,0,0,0,52,10,32,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,34.3,2.52,0.86,0.06,0.17,21.5,0.05,71.4,42.9,4.32,0.29,45.5,40.9,23.8,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.14,0.14,2.52,0.86,1.73,1.15,4.32,1.01,0.07,0.94,0.12,0.22
Dango Ouattara,bf BFA,FW,Bournemouth,Premier League,22,2002,FW,32,21,2005,22.3,7,4,11,7,0,0,3,0,79,43,191,8.4,8.4,5.5,13.8,0.49,0.62,3.3,-1.4,-1.4,-1.5,62,20,1,367,612,5725,1706,35,21,26,11,579,30,0,5,5,88,26,3,1,0,0,35,26,14,11,10,41,24,36,10,26,11,46,51,0,72,57,0,3,10,1,1,6,959,62,165,316,497,128,959,82,39,34,492,1777,35,38,63,32,577,0,16,19,14,0,0,0,92,45,63,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,32.3,2.78,0.9,0.11,0.35,13.5,0.14,60.0,41.5,3.23,0.27,47.6,41.5,41.7,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.31,0.18,2.78,0.9,1.57,3.54,1.93,1.57,0.49,2.29,0.38,0.25
Dani Carvajal,es ESP,DF,Real Madrid,La Liga,32,1992,DF,8,7,609,6.8,1,0,1,1,0,0,1,0,13,27,48,1.3,1.3,0.2,1.5,0.15,0.22,0.3,-0.3,-0.3,-0.2,3,1,0,399,463,6523,1419,5,20,5,0,409,53,7,0,0,14,46,0,0,0,0,12,8,7,3,2,12,3,8,3,5,10,22,19,1,12,10,2,0,0,0,0,2,532,26,126,232,176,12,532,5,2,3,278,513,5,0,8,6,376,0,3,6,0,0,0,0,21,7,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,33.3,0.43999999999999995,0.15,0.33,1.0,3.4,0.43999999999999995,86.2,75.0,1.77,0.3,40.0,60.0,58.3,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.15,0.0,0.44,0.15,0.74,1.91,3.97,1.76,1.47,2.79,0.19,0.03
Dani Ceballos,es ESP,MF,Real Madrid,La Liga,27,1996,MF,23,15,1215,13.5,0,0,0,0,0,0,4,0,42,150,17,0.4,0.4,1.6,2.0,0.0,0.15,2.0,-0.4,-0.4,-1.6,7,2,0,1284,1361,20805,5972,22,156,10,0,1306,52,30,4,7,14,14,7,4,2,0,41,21,17,18,6,40,20,16,4,12,14,55,10,2,57,50,5,1,0,1,0,5,1473,35,267,940,277,9,1473,15,8,3,999,2951,30,2,11,7,1206,0,13,30,0,0,0,0,87,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,28.6,0.52,0.15,0.0,0.0,22.5,0.05,94.3,50.0,4.22,0.37,53.3,20.0,66.7,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.0,0.0,0.52,0.15,1.63,3.11,11.11,3.04,1.04,0.74,0.03,0.12
Dani Cárdenas,es ESP,GK,Rayo Vallecano,La Liga,27,1997,GK,6,6,540,6.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,94,179,3014,2377,0,2,0,0,111,67,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,190,165,189,1,0,0,190,0,0,0,95,246,0,0,0,0,71,0,0,1,0,0,0,0,6,0,0,6,20,14,3,1,2,2,0,0,0,0,5.6,-0.4,26,106,132,21,79,2,1,,0.0,0.0,,,,,52.5,,0.17,0.0,,,,1.0,70.0,33.3,0.29,-0.06,24.5,56.8,44.3,2.5,0.17,10.2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Dani Gómez,es ESP,FW,Valencia,La Liga,26,1998,FW,14,5,532,5.9,2,0,2,2,0,0,0,0,3,6,24,2.7,2.7,0.0,2.7,0.34,0.46,0.1,-0.7,-0.7,0.0,14,6,0,62,83,741,120,1,3,2,0,72,11,0,0,0,0,2,0,0,0,0,3,2,0,0,3,0,0,1,0,1,2,5,4,0,6,4,0,0,1,0,1,0,137,4,12,49,78,22,137,10,3,7,71,103,4,2,11,8,90,0,7,8,10,0,0,0,14,7,24,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,42.9,2.37,1.02,0.14,0.33,12.1,0.19,74.7,,1.02,0.0,30.0,70.0,22.6,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.34,0.0,2.37,1.02,0.17,0.51,1.02,0.51,0.34,0.68,0.46,0.0
Dani Olmo,es ESP,"MF,FW",Barcelona,La Liga,26,1998,MF,25,13,1212,13.5,10,3,13,8,2,2,1,0,33,81,97,6.5,4.9,3.0,7.9,0.82,0.7,3.7,3.5,3.1,0.0,40,15,1,520,641,7634,2216,26,49,29,1,611,28,10,11,6,21,0,11,6,2,0,16,11,8,5,3,14,10,6,3,3,3,19,11,1,66,46,2,7,5,5,1,12,797,18,64,351,390,77,795,45,23,17,505,1363,35,7,35,26,662,0,21,27,1,3,0,0,46,9,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,37.5,2.97,1.11,0.2,0.53,18.1,0.12,81.1,28.600000000000005,4.9,0.89,51.1,37.8,50.0,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.74,0.22,2.96,1.11,1.93,2.44,6.0,1.19,0.22,0.81,0.48,0.22
Dani Raba,es ESP,"FW,MF",Leganés,La Liga,28,1995,FW,29,24,1879,20.9,8,6,14,4,4,5,6,0,42,69,101,7.5,3.6,5.3,8.9,0.48,0.61,4.6,0.5,0.4,0.7,39,12,4,435,648,7619,2499,47,50,24,4,504,134,54,15,3,90,6,46,15,23,0,37,23,17,15,5,42,25,27,3,24,14,51,19,1,107,47,22,19,3,11,5,14,930,23,111,445,398,43,925,91,46,38,523,1474,42,10,53,40,572,0,40,56,9,1,0,0,90,5,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,30.8,1.87,0.57,0.1,0.33,25.5,0.09,67.1,40.5,5.12,0.67,50.5,41.8,25.0,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.38,0.29,1.87,0.57,2.25,2.01,3.3,1.77,0.67,0.91,0.36,0.25
Dani Rodríguez,es ESP,"MF,FW",Mallorca,La Liga,36,1988,MF,37,26,2162,24.0,4,7,11,4,0,0,5,0,37,78,108,2.8,2.8,3.1,6.0,0.46,0.25,3.4,1.2,1.2,3.9,31,10,1,498,715,8276,2537,33,42,17,6,608,103,28,8,8,116,4,57,27,28,0,49,29,18,21,10,27,13,22,3,19,12,61,30,0,62,33,23,0,3,3,0,12,971,27,126,463,395,54,971,34,16,14,512,1116,38,5,50,46,611,0,51,40,8,0,0,0,70,27,37,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,32.3,1.29,0.42,0.13,0.4,17.9,0.09,69.7,51.9,2.58,0.5,47.1,41.2,42.2,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.17,0.29,1.29,0.42,1.38,1.54,3.25,2.04,0.5,1.25,0.12,0.13
Dani de Wit,nl NED,"MF,FW",Bochum,Bundesliga,26,1998,MF,28,11,1153,12.8,2,1,3,2,0,0,1,0,5,33,37,2.1,2.1,0.5,2.7,0.23,0.21,0.5,-0.1,-0.1,0.5,20,7,0,296,411,4084,1104,10,24,5,2,381,26,3,1,0,8,5,0,0,0,0,29,17,11,15,3,31,13,17,4,13,12,41,23,1,22,14,1,0,4,2,1,2,558,27,97,315,146,37,558,8,1,5,244,315,4,0,11,3,311,0,24,12,8,2,0,0,36,41,48,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,35.0,1.56,0.55,0.1,0.29,11.7,0.11,72.0,58.1,1.72,0.16,12.5,62.5,46.1,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.16,0.08,1.56,0.55,0.78,0.39,2.58,2.27,0.94,1.8,0.16,0.04
Daniel Bandeira,pt POR,MF,Hellas Verona,Serie A,24,2000,MF,11,4,407,4.5,0,0,0,0,0,0,1,0,1,25,4,0.0,0.0,0.1,0.2,0.0,0.04,0.1,0.0,0.0,-0.1,2,1,0,194,235,3055,966,3,18,1,0,221,14,7,0,1,8,0,7,4,3,0,4,0,1,3,0,6,3,2,1,1,6,10,8,0,6,5,1,0,0,0,0,0,266,12,75,171,24,0,266,1,1,0,148,352,2,0,4,6,167,0,4,4,0,0,0,0,36,7,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,50.0,0.44000000000000006,0.22000000000000003,0.0,0.0,31.1,0.02,82.6,50.0,1.33,0.0,100.0,0.0,70.0,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,0.44,0.22,0.67,0.22,5.56,0.89,1.33,1.78,0.0,0.02
Daniel Bentley,eng ENG,GK,Wolves,Premier League,31,1993,GK,2,2,180,2.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,49,65,1252,851,0,1,0,0,45,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69,50,68,1,0,0,69,0,0,0,39,134,0,0,0,0,26,0,0,0,0,0,0,0,4,2,0,4,12,8,1,0,1,1,0,0,0,0,3.9,-0.1,7,21,52,6,25,0,3,,0.0,0.0,,,,,75.4,,0.0,0.0,,,100.0,2.0,66.7,50.0,0.33,-0.04,33.3,25.0,28.1,0.0,1.5,16.4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Daniel Díaz,es ESP,MF,Real Sociedad,La Liga,18,2006,MF,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,3,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,2,1,3,1,6,1,0,1,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,,,,,33.3,,0.0,0.0,0.0,100.0,100.0,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Daniel Fila,cz CZE,FW,Venezia,Serie A,21,2002,FW,10,6,492,5.5,2,0,2,2,0,0,3,1,5,8,30,1.4,1.4,0.3,1.8,0.37,0.32,0.4,0.6,0.6,-0.3,8,5,0,70,90,884,140,6,4,3,0,80,10,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,2,6,0,6,0,2,5,0,15,9,0,2,1,3,0,0,147,5,12,68,68,19,147,4,2,1,82,121,6,1,16,14,102,1,13,7,3,0,0,0,9,7,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,62.5,1.46,0.91,0.25,0.4,13.4,0.18,77.8,0.0,2.74,0.0,50.0,25.0,25.9,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.36,0.0,1.45,0.91,1.09,0.91,1.45,0.36,0.0,0.91,0.25,0.05
Daniel Jebbison,eng ENG,FW,Bournemouth,Premier League,20,2003,FW,16,0,119,1.3,1,0,1,1,0,0,1,0,4,3,16,1.0,1.0,0.2,1.2,0.76,0.9,0.1,0.0,0.0,-0.2,5,2,0,33,42,361,44,3,1,1,0,42,0,0,0,0,3,0,0,0,0,0,5,3,3,2,0,6,2,2,1,1,1,6,1,0,6,4,0,1,0,1,0,0,78,3,10,25,44,14,78,7,4,3,44,95,2,5,13,5,47,0,2,4,0,0,0,0,10,2,10,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,40.0,3.78,1.51,0.2,0.5,10.6,0.2,78.6,66.7,4.54,0.0,57.1,42.9,16.7,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.77,0.0,3.85,1.54,2.31,3.08,2.31,3.85,0.77,0.77,0.77,0.15
Daniel Luna,co COL,MF,Mallorca,La Liga,21,2003,MF,2,0,20,0.2,0,0,0,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,13,88,16,0,1,0,0,11,2,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,17,0,0,5,12,1,17,3,1,1,11,15,0,1,0,0,11,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,,,,,61.5,,4.5,0.0,33.3,33.3,,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Maldini,it ITA,"MF,FW",Monza,Serie A,22,2001,MF,30,18,1564,17.4,6,0,6,6,0,0,5,0,53,41,96,6.699999999999999,6.699999999999999,1.1,7.800000000000001,1.26,1.13,1.4000000000000001,-0.7,-0.7,-1.1,49,18,5,322,479,5042,1000,15,17,9,2,438,40,9,1,5,43,2,14,4,10,0,16,8,5,10,1,15,8,9,2,7,6,22,15,2,49,30,3,6,6,4,0,6,724,17,80,350,310,65,724,90,36,47,483,1588,39,20,44,36,539,0,18,46,3,0,0,0,60,30,32,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,36.05485933503836,2.8219693094629155,1.0385677749360616,0.1162915601023018,0.2910358056265984,19.007161125319694,0.13989769820971867,67.40920716112532,46.826854219948856,2.814335038363171,0.34164961636828645,40.31432225063939,52.092838874680304,47.63836317135549,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.34,0.0,2.82,1.03,0.86,3.05,2.36,0.92,0.34,0.86,0.39,0.06
Daniel Mosquera,co COL,FW,Hellas Verona,Serie A,24,1999,FW,35,12,1375,15.3,5,1,6,5,0,0,4,0,17,25,83,6.6,6.6,1.3,7.9,0.39,0.52,0.9,-1.6,-1.6,-0.3,57,15,0,230,335,2878,544,12,21,4,0,319,15,0,1,0,2,1,0,0,0,0,11,8,3,5,3,15,14,11,1,10,2,13,10,0,43,28,0,1,11,1,2,3,509,12,36,246,236,74,509,25,16,8,250,490,15,9,43,17,352,0,44,17,8,0,0,0,54,79,89,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,26.3,3.73,0.98,0.09,0.33,13.5,0.12,68.7,6.7,2.82,0.2,64.0,32.0,47.0,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.33,0.07,3.73,0.98,0.78,1.11,1.63,0.72,0.13,0.65,0.43,0.08
Daniel Muñoz,co COL,DF,Crystal Palace,Premier League,28,1996,DF,37,37,3228,35.9,4,5,9,4,0,0,10,0,62,97,206,4.9,4.9,5.5,10.5,0.25,0.29,3.6,-0.9,-0.9,-0.5,37,14,0,1129,1492,17091,5219,46,59,35,15,1182,304,27,2,2,74,275,2,0,0,0,123,80,57,41,25,97,42,40,6,34,44,167,108,1,85,69,2,2,6,1,5,11,2010,119,568,826,637,107,2010,56,21,33,806,1797,40,18,55,20,956,0,56,19,15,0,0,0,171,58,78,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,37.8,1.03,0.39,0.11,0.29,12.7,0.13,75.7,56.7,2.37,0.31,37.5,58.89999999999999,42.60000000000001,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.11,0.14,1.03,0.39,1.28,1.73,2.7,3.43,1.23,3.01,0.14,0.15
Daniel Oyegoke,eng ENG,DF,Hellas Verona,Serie A,21,2003,DF,5,0,103,1.1,0,0,0,0,0,0,1,0,2,2,5,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,1,0,0,32,46,421,208,0,1,1,0,31,14,0,0,0,4,14,0,0,0,0,2,2,1,0,1,1,0,1,0,1,1,3,7,0,0,0,0,0,0,0,0,0,65,7,21,17,27,1,65,3,2,1,32,42,0,0,2,2,31,0,2,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.87,0.0,0.0,,23.2,0.03,69.6,100.0,0.0,0.0,66.7,33.3,0.0,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,0.91,0.0,0.0,1.82,1.82,1.82,0.91,6.36,0.0,0.0
Daniel Parejo,es ESP,MF,Villarreal,La Liga,35,1989,MF,36,26,2273,25.3,3,3,6,2,1,2,8,0,19,176,26,2.5,0.8,1.8,2.7,0.2,0.17,1.9,0.5,1.2,1.2,12,2,0,1354,1548,25577,7819,23,176,17,3,1448,96,60,3,14,37,1,35,16,8,2,52,40,27,20,5,54,25,24,7,17,24,76,40,1,77,61,13,0,2,1,0,12,1732,90,451,989,302,12,1730,12,8,3,898,1638,29,0,17,13,1200,0,20,37,1,0,0,0,142,24,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,16.7,0.48,0.08,0.17,1.0,22.8,0.07,87.5,53.7,3.05,0.48,66.7,25.0,72.7,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.12,0.12,0.47,0.08,0.91,0.75,6.96,2.06,0.95,1.58,0.1,0.07
Daniel Peretz,il ISR,GK,Bayern Munich,Bundesliga,24,2000,GK,3,3,270,3.0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,79,103,1811,1173,0,0,0,0,94,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,106,63,97,9,0,0,106,0,0,0,67,177,0,0,0,0,77,0,0,2,0,0,0,0,10,0,0,5,7,2,2,0,1,0,0,0,0,0,4.0,-1.0,5,25,96,5,17,0,8,,0.0,0.0,,,,,76.7,0.0,0.0,0.0,,,,1.67,28.6,0.0,0.58,-0.32,20.0,25.0,29.5,0.0,2.67,21.2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.67,0.0,0.0
Daniel Podence,pt POR,"MF,FW",Wolves,Premier League,28,1995,MF,2,0,48,0.5,0,0,0,0,0,0,0,0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,1,0,0,11,16,132,78,0,1,1,0,15,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,11,7,0,20,2,2,0,13,43,1,0,0,0,17,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,1.87,0.0,0.0,,24.399999999999995,0.04,68.8,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
Daniel Requena,es ESP,MF,Villarreal,La Liga,20,2004,MF,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,5,48,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,1,5,0,0,0,2,9,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,,,,,80.0,,0.0,0.0,,,,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Rodriguez,es ESP,FW,Barcelona,La Liga,18,2005,FW,1,1,37,0.4,0,0,0,0,0,0,0,0,4,2,9,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,2,0,0,15,20,202,28,0,0,2,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,25,0,0,2,23,3,25,1,0,0,20,110,0,2,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,4.86,0.0,0.0,,22.2,0.01,75.0,,4.86,0.0,0.0,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,5.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0
Daniel Svensson,se SWE,"DF,FW",Dortmund,Bundesliga,22,2002,DF,12,8,781,8.7,1,3,4,1,0,0,0,0,11,41,51,0.8,0.8,1.2,1.9,0.46,0.22,1.3,0.2,0.2,1.8,6,2,0,394,497,6346,2266,10,29,11,4,412,85,10,0,3,36,56,19,15,0,0,15,11,5,6,4,11,4,10,4,6,5,20,30,0,20,16,4,0,0,0,0,3,580,24,146,214,224,25,580,5,1,3,303,557,6,5,6,7,358,0,4,7,1,0,0,0,31,6,15,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,33.3,0.69,0.22999999999999998,0.17,0.5,13.1,0.13,79.3,63.6,2.3,0.35,20.0,60.0,28.6,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.11,0.34,0.69,0.23,1.15,1.26,4.71,1.72,0.57,3.45,0.09,0.14
Daniel Vivian,es ESP,DF,Athletic Club,La Liga,25,1999,DF,32,28,2608,29.0,4,0,4,4,0,0,3,0,36,185,6,1.9,1.9,0.4,2.3,0.14,0.08,0.7,2.1,2.1,-0.4,18,5,0,1526,1753,31626,11850,10,166,10,3,1685,65,58,2,11,8,2,0,0,0,0,40,26,23,14,3,32,11,26,10,16,47,87,152,2,34,32,0,1,0,0,1,1,2085,147,901,1119,79,26,2085,17,10,6,1169,4326,17,1,19,13,1325,0,27,21,1,0,1,0,164,43,31,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,27.800000000000004,0.62,0.17,0.22,0.8,13.8,0.11,87.1,65.6,1.17,0.03,58.8,35.3,58.10000000000001,0.0,,,,0.0,,,0.0,,0.0,0.0,True,0.14,0.0,0.62,0.17,0.34,1.24,6.38,1.38,1.62,5.24,0.07,0.01
Daniel Yáñez,es ESP,FW,Real Madrid,La Liga,17,2007,FW,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,,,,0.0,,,0.0,,0.0,0.0,False,,,,,,,,,,,,
Daniele Baselli,it ITA,MF,Como,Serie A,32,1992,MF,2,1,22,0.2,0,0,0,0,0,0,0,0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,24,27,437,123,0,2,0,0,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,31,1,6,23,2,0,31,0,0,0,22,45,0,0,1,0,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,,0.0,0.0,,,,,88.9,,0.0,0.0,,,0.0,0.0,,,,0.0,,,0.0,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,5.0,5.0,0.0,0.0
